商品分类,商品id,商品名称,品牌名称,机型,店铺名称,商家名称,商品押金,租赁价格/天,买断价
手机,300233,准新苹果iPhone13 5G全网通 租期质保 现货速发,苹果,iPhone13,雷迅租赁 ,诸暨市雷拓通讯设备商行,6299.00,8.48,6155.00
手机,267210,99新国行苹果iPhone 13Pro 全网通5G 双卡双待,苹果,iPhone13Pro,海扬腾懿星耀商城,内蒙古海扬腾懿科技有限公司,6700.00,11.83,8800.00
手机,105516,iPhone 13 Pro Max,苹果,iPhone13ProMax,向阳租机,昌乐县向阳通讯器材经营部,9099.00,18.73,9878.00
手机,177055,99新iPhone 13 Pro max 5G单卡面容识别,苹果,iPhone13ProMax,人人租精选商城,潮州市开发区鼠霸数码店,4750.00,17.53,6400.00
手机,191539,99新国行iPhone13 租期质保 现货速发 ,苹果,iPhone13,天艺租赁,龙岩市新罗区希凡电子产品经营部,5500.00,9.00,6900.00
手机,191546,99新国行iPhone13Pro全网通 现货速发 ,苹果,iPhone13Pro,天艺租赁,龙岩市新罗区希凡电子产品经营部,7000.00,12.40,9400.00
手机,204799,99新iPhone13国行双卡双待,苹果,iPhone13,人人租精选商城,潮州市开发区鼠霸数码店,3500.00,15.61,5999.00
手机,210764,99新iPhone13Pro 国行双卡双待5G,苹果,iPhone13Pro,人人租精选商城,潮州市开发区鼠霸数码店,4000.00,17.80,6500.00
手机,242002,99新 iPhone13ProMax国行双卡双待,苹果,iPhone13ProMax,鼠霸科技,潮州市开发区鼠霸数码店,6800.00,19.17,7000.00
手机,263198, 95新国行 iPhone13pro 5G全网通,苹果,iPhone13Pro,丽水市莲都区阿牛数码商行,丽水市莲都区阿牛数码商行,6700.00,15.61,8664.00
手机,291890,Apple苹果 iPhone 13 Pro 现货速发,苹果,iPhone13Pro,人人租精选商城,惠州鸿泰莱科技有限公司,5350.00,14.74,8600.00
手机,291933,苹果iPhone 14 pro max 国行5G,苹果,iPhone14ProMax,人人租精选商城,惠州鸿泰莱科技有限公司,7500.00,19.71,10346.00
手机,304766,99新国行苹果13 iPhone13 全网通 5g双卡双待,苹果,iPhone13,优美租,广东鑫嘉裕科技有限公司,4600.00,7.98,6208.00
手机,304776,99新国行苹果iPhone14 全网通 双卡双待 5g全网通,苹果,iPhone14,优美租,广东鑫嘉裕科技有限公司,5300.00,8.38,6798.00
手机,304778,99新国行苹果iPhone14Pro 全网通 5g 双卡双待,苹果,iPhone14Pro,优美租,广东鑫嘉裕科技有限公司,6950.00,11.44,9170.00
手机,309793,99新 苹果iPhone 14ProMax 全网通 现货现发,苹果,iPhone14ProMax,奥力给数码,龙岩奥力给租赁服务有限公司,9899.00,19.27,11878.00
手机,310391, 95新国行 iPhone13pro 5G全网通,苹果,iPhone13Pro,宏翔程景电子经营部,海口琼山区宏翔程景电子经营部,6300.00,14.79,8232.00
手机,312493,95新国行iPhone SE2 全网通,苹果,iPhoneSE3,人人租精选商城,深圳市龙岗区禹霏通讯设备产品商行,950.00,2.30,1402.00
手机,313016,99新国行苹果iPhone14promax 5g全网通,苹果,iPhone14ProMax,优美租,广东鑫嘉裕科技有限公司,7950.00,12.38,10348.00
手机,331696,99新苹果14ProMax 国行正品 现货先发,苹果,iPhone14ProMax,瑞龙租赁,温州禾且租赁服务有限公司,8000.00,13.33,10677.45
手机,331719,99新国行苹果iPhone 14pro 双卡双待,苹果,iPhone14Pro,天艺租赁,龙岩市新罗区希凡电子产品经营部,7800.00,13.83,9599.00
手机,331949,线下 半年租 99新 苹果13 全网通5G,苹果,iPhone13,一林租机,汕头市易享租科技有限公司,4950.00,32.05,5770.00
手机,331959,线下半年租 99新国行苹果13 Pro 全网通5G,苹果,iPhone13Pro,一林租机,汕头市易享租科技有限公司,6765.00,43.88,7900.00
手机,331963,线下一年租 99新国行苹果13 Pro 全网通5G,苹果,iPhone13Pro,一林租机,汕头市易享租科技有限公司,6765.00,25.26,9220.00
手机,331965,线下半年租 99新国行苹果iPhone13 ProMax,苹果,iPhone13ProMax,一林租机,汕头市易享租科技有限公司,8690.00,47.82,8608.00
手机,335497,99新国行 iPhone14 赠送壳配件 顺丰包邮寄出,苹果,iPhone14,二手严选商城,广州人人租供应链服务有限公司,5330.00,9.35,6570.00
手机,340198,95新iPhone13ProMax 现货速发 包邮,苹果,iPhone13ProMax,二手严选商城,广州人人租供应链服务有限公司,7400.00,12.23,9335.00
手机,342927,99新国行 iPhone14 赠送壳配件 顺丰包邮寄出,苹果,iPhone14,二手严选商城,广州人人租供应链服务有限公司,8130.00,9.35,6570.00
手机,350190,99新iPhone13ProMax 租期质保 现货速发 包邮,苹果,iPhone13ProMax,二手严选商城,广州人人租供应链服务有限公司,7500.00,14.81,9408.00
手机,331354,95新苹果iPhone13Pro 租期质保 现货速发 包邮,苹果,iPhone13Pro,租机堂,深圳市德震华科技有限公司,6350.00,10.04,8558.00
手机,354706,99新国行iPhone14Pro 赠送壳膜 顺丰现货极速发,苹果,iPhone14Pro,二手严选商城,广州人人租供应链服务有限公司,6930.00,12.66,9108.00
手机,335170,99新苹果iPhone13Pro 租期质保 现货速发 包邮,苹果,iPhone13Pro,二手严选商城,广州人人租供应链服务有限公司,6500.00,12.51,8379.00
手机,176588,99新国行iPhone 13ProMax 租期质保 现货速发,苹果,iPhone13ProMax,租机堂,深圳市德震华科技有限公司,8280.00,15.06,10900.00
手机,339727,95新苹果13ProMax,苹果,iPhone13ProMax,雨末租机,绍兴越城雨末电子商务经营部,7400.00,11.63,9335.00
手机,326175,99新iPhone 13mini 全网通5G手机 顺丰包邮,苹果,iPhone13mini,路深数码,长治市上党区路深数码租赁店,3850.00,7.15,4791.00
手机,173691,国行准新 13pro 租期质保,苹果,iPhone13Pro,奥格数码,杭州富阳奥格通讯器材商行,7000.00,13.80,8500.00
手机,339862,全新 华为 P60 Pro 超聚光夜视长焦 昆仑玻璃,华为,HUAWEI P60 Pro,商家精选,广州研趣信息科技有限公司,7988.00,15.07,9084.40
手机,339834,全新 华为HUAWEI P60 玲珑四曲屏 顺丰速发,华为,HUAWEI  P60,商家精选,广州研趣信息科技有限公司,5988.00,10.49,6434.52
手机,288156,全新国行华为HUAWEI Mate50 Pro领势而上,华为,HUAWEI Mate 50 Pro,商家精选,广州研趣信息科技有限公司,7999.00,12.73,7818.85
手机,312018,全新国行HUAWEI华为 Mate50 领势而上 顺丰包邮,华为,HUAWEI Mate 50,商家精选,广州研趣信息科技有限公司,6499.00,9.43,5748.85
手机,354367,预租 全新HUAWEI nova 11 前置6000万超广角,华为,HUAWEI nova 11,商家精选,广州研趣信息科技有限公司,3399.00,5.47,3249.00
手机,354391,预租 全新华为HUAWEI nova 11 Ultra ,华为,HUAWEI  nova 11 Ultra,商家精选,广州研趣信息科技有限公司,4499.00,9.86,5848.70
手机,354384,预租 全新华为HUAWEI nova11 Pro 超感知影像,华为,HUAWEI  nova 11 Pro,商家精选,广州研趣信息科技有限公司,3949.00,7.55,4484.00
手机,320777,99新华为Mate30 Pro 曲面屏 5G游戏手机,华为,HUAWEI Mate 30 Pro 5G,二手严选商城,广州人人租供应链服务有限公司,2650.00,6.09,3105.00
手机,320778,99新华为Mate 40Pro 5G版 经典麒麟处理器,华为,HUAWEI Mate 40 Pro 5G版,二手严选商城,广州人人租供应链服务有限公司,4200.00,10.28,5244.00
手机,320781,99新华为P40 Pro 5G全网通 顺丰包邮,华为,HUAWEI P40 Pro,二手严选商城,广州人人租供应链服务有限公司,2650.00,6.09,3105.00
手机,348662,全新正品 华为 MateXs2 顺丰邮寄 ,华为,HUAWEI Mate XS2,商家精选,广州研趣信息科技有限公司,11999.00,19.72,11698.70
手机,347123, 全新华为 nova 10,华为,HUAWEI nova 10,九沐优租二店,东莞市常平九沐通讯设备服务部,2999.00,4.84,3190.00
手机,288077,全新未拆封 华为 保时捷 mate50 rs 全网通,华为,HUAWEI Mate 50 RS,人人租精选商城,新沂市优禾百货经营部,12999.00,38.35,17898.00
手机,309947,95新华为P50Pro 骁龙888 原色双影像单元 ,华为,HUAWEI P50 Pro,二手严选商城,广州人人租供应链服务有限公司,3500.00,6.13,3864.00
手机,272860,新品 全新国行华为 P50 全网通4G骁龙888搭载鸿蒙系统,华为,HUAWEI P50,商家精选,广州研趣信息科技有限公司,4488.00,8.98,5145.00
手机,272853,全新华为P50Pro 全国联保 双卡双待 鸿蒙系统,华为,HUAWEI P50 Pro,商家精选,广州研趣信息科技有限公司,6988.00,11.08,6435.00
手机,303758,95新 华为P50 Pocket 120Hz刷新 全网通5G,华为,HUAWEI P50 Pocket,二手严选商城,广州人人租供应链服务有限公司,4800.00,9.41,5412.00
手机,347136,全新 华为nova 10 Pro,华为,HUAWEI nova 10 Pro,九沐优租二店,东莞市常平九沐通讯设备服务部,3999.00,6.40,4808.00
手机,359944,全新未拆封 华为HUAWEI Pocket S 折叠屏手机,华为,HUAWEI  PoCket S,商家精选,广州研趣信息科技有限公司,6488.00,12.96,7665.00
手机,182664,全新正品 华为mate X2折叠屏 5G 全网通手机 包邮,华为,HUAWEI Mate X2,万项租赁,三明市三元区万项贸易商行,19699.00,43.17,24698.00
手机,200202,全新华为优畅享50 Plus 华为智选5G优畅享50plus,华为,HUAWEI 畅享50 Plus,钛空电子,义乌市钛空电子商务商行,1699.00,3.35,1856.00
手机,208996,全新华为 HUAWEI nova7se 5G手机超低价智能机,华为,HUAWEI nova 7 SE,人人租精选商城,新丰县战友优机通讯店,2000.00,2.19,2000.00
手机,209000,华为HUAWEI HUAWEI P30 原装正品智能手机鸿蒙,华为,HUAWEI P30,人人租精选商城,新丰县战友优机通讯店,2700.00,2.87,2100.00
手机,303837,全新国行 华为mate50Pro 顺丰包邮,华为,HUAWEI Mate 50 Pro,龙岩市新罗区星晨租赁服务部,龙岩市新罗区星晨租赁服务部,7799.00,14.88,9178.65
手机,308522,全新未拆封华为Mate50pro 4G全网通顺丰包邮,华为,HUAWEI Mate 50 Pro,南京硕羽格手机租赁,玄武区硕羽格电子科技中心,7899.00,14.90,8838.00
手机,314516,华为MateXs2折叠屏手机全网通,华为,HUAWEI Mate XS2,哙达数码,沛县哙达手机通讯经营部,12799.00,36.71,13400.00
手机,324295,华为mate30pro 5G靓机双卡双待全网通顺丰包邮,华为,HUAWEI Mate 30 Pro 5G,战友优机,新丰县战友优机通讯店,3600.00,7.12,3600.00
手机,326413,全新华为mate50全封未激活  全网双卡双待,华为,HUAWEI Mate 50,华强通讯,广州享美述商贸有限公司,6499.00,8.71,5999.00
手机,339244,全新华为HUAWEI P60 官方正版未拆封,华为,HUAWEI  P60,哈喽租,杭州域黛网络科技有限公司,5988.00,9.83,5834.00
手机,345635,全新华为Mate50RS 保时捷 新品手机 正品未拆封,华为,HUAWEI Mate 50 RS,海州区珂源电子产品经营部,海州区珂源电子产品经营部,9099.00,28.49,16898.00
手机,304236,全新国行 华为mate50Pro 顺丰包邮,华为,HUAWEI Mate 50 Pro,龙岩市新罗区星晨租赁服务部,龙岩市新罗区星晨租赁服务部,7799.00,25.14,9178.65
手机,290591,全新未拆封 华为mate50Pro,华为,HUAWEI Mate 50 Pro,安康电讯,新罗区康瑞通讯设备经营部,7799.00,25.14,9179.00
手机,345986,全新华为P60，现货速发，半小时发货,华为,HUAWEI  P60,利鑫飞恒数码,浏阳市集里利鑫飞恒科技服务部,5988.00,8.51,6434.00
手机,324547,全新华为Mate50,华为,HUAWEI Mate 50,酷思设备租赁,福州市晋安区恒芯设备租赁服务部,6699.00,9.99,6553.85
手机,351639,全新国行华为HUAWEI Mate50 Pro领势而上,华为,HUAWEI Mate 50 Pro,李龙通讯设备经营部,永泰县城峰镇李龙通讯产品经营部,7799.00,12.47,8158.00
手机,355099,全新华为nova11，现货速发,华为,HUAWEI nova 11,利鑫飞恒数码,浏阳市集里利鑫飞恒科技服务部,3399.00,6.13,3638.00
手机,351619,全新未拆封 华为HUAWEI Pocket S 折叠屏手机,华为,HUAWEI  PoCket S,越茂数码,沛县越茂百货店,6487.00,22.19,8100.00
手机,337901,全新华为畅享60 超级快充 搭载鸿蒙操作系统3.0,华为,HUAWEI 畅享 60,人人租精选商城,温岭市泽国高和数码产品商行,1449.00,2.73,1623.70
手机,345640,华为手机 MateXS2国行正版全新未拆封,华为,HUAWEI Mate XS2,海州区珂源电子产品经营部,海州区珂源电子产品经营部,11999.00,32.04,11698.00
手机,209002,华为HUAWEI HUAWEI P30 PRO原装正品智能,华为,HUAWEI P30 Pro,人人租精选商城,新丰县战友优机通讯店,3000.00,4.11,2500.00
手机,203990,全新mate30pro 5G256,华为,HUAWEI Mate 30 Pro 5G,人人租精选商城,新丰县战友优机通讯店,3300.00,7.39,3600.00
手机,297062,全新国行华为HUAWEI Mate50pro,华为,HUAWEI Mate 50 Pro,裕文电讯店,永定区裕文电讯店,6799.00,14.87,9178.00
手机,340012,全新华为huawei Mate50Pro 国行正品 全国联保,华为,HUAWEI Mate 50 Pro,余杭百脑汇数码,杭州余杭区瓶窑镇百脑汇电子商务商行,5500.00,24.21,8838.00
手机,289761,全新华为 Mate 50 RS 保时捷设计 北斗卫星消息 ,华为,HUAWEI Mate 50 RS,人人租精选商城,新沂市宏凯发电子通讯产品经营部,13999.00,49.28,17989.00
手机,337457,全新华为畅享60 超级快充 搭载鸿蒙操作系统3.0,华为,HUAWEI 畅享 60,人人租精选商城,临海市胡晶通讯设备租赁服务部,1200.00,2.74,1688.00
手机,354063,HUAWEI Mate 50 华为mate50 正品非监管机,华为,HUAWEI Mate 50,辰鹏数码,上海兴辰鹏科技有限公司,4689.30,17.80,6498.70
手机,100691,全新华为P50pro顺丰包邮4G骁龙,华为,HUAWEI P50 Pro,人人租精选商城,洛阳久久实业有限公司,4100.00,18.27,6670.00
手机,123314,全新新华为nova7 全网通5G手机,华为,HUAWEI nova 7,人人租精选商城,新丰县战友优机通讯店,2399.00,4.52,2399.00
手机,181854,全新华为Nova9 Pro nova9Pro骁龙778G芯片,华为,HUAWEI nova 9 Pro,钛空电子,义乌市钛空电子商务商行,3199.00,5.91,3454.00
手机,251339,全新原封华为畅享50Pro 鸿蒙手机 全网通 4G 顺丰包邮,华为,HUAWEI 畅享50 Pro,玉林盛科技,深圳市玉林盛科技有限公司,1899.00,3.95,2175.00
手机,271778,全新华为 p50 pocket 折叠屏鸿蒙手机 原封未激活,华为,,庆丰数码,西安市碑林区聚德邦电子经营部,9988.00,22.15,11680.00
手机,347123, 全新华为 nova 10,华为,HUAWEI nova 10,九沐优租二店,东莞市常平九沐通讯设备服务部,2999.00,4.84,3190.00
手机,315076,全新国行正品手机华为 HUAWEI Mate 50 Pro,华为,HUAWEI Mate 50 Pro,晓迅数码租赁,邳州市晓迅数码产品经营部,7799.00,24.21,8839.00
手机,193472,全新华为mate30 5G ,华为,HUAWEI Mate 30 5G,人人租精选商城,新丰县战友优机通讯店,4000.00,4.11,2700.00
手机,323699,华为mate30靓机双卡双待全网通顺丰包邮,华为,HUAWEI P30,战友优机,新丰县战友优机通讯店,2550.00,4.24,2350.00
手机,344776,全新 华为HUAWEI P60Pro 超聚光夜视长焦昆仑玻璃,华为,HUAWEI P60 Pro,珑创数码,合肥市瑶海区珑创百货商行,7988.00,15.31,9084.40
手机,3382,全新华为 P40 Pro 5G,华为,HUAWEI P40 Pro,超越苹果手机专营店,沈阳市铁西区超月无限通讯器材经销部,7388.00,13.78,8174.00
手机,324292,华为mate30pro 靓机双卡双待全网通顺丰包邮,华为,HUAWEI Mate 30 Pro,战友优机,新丰县战友优机通讯店,3200.00,5.75,3200.00
手机,347136,全新 华为nova 10 Pro,华为,HUAWEI nova 10 Pro,九沐优租二店,东莞市常平九沐通讯设备服务部,3999.00,6.40,4808.00
手机,296628,全新未拆封 华为HUAWEI Pocket S 折叠屏手机,华为,HUAWEI Pocket S,图胜电子,江宁区图胜电子商务经营部,6658.00,22.26,8128.00
手机,351633,全新正品 未拆封华为 HUAWEI P60 玲珑四曲屏手机,华为,HUAWEI  P60,越茂数码,沛县越茂百货店,6033.00,15.02,5924.00
手机,319703,全新官方正品华为mate50pro,华为,HUAWEI Mate 50 Pro,福州高新区鹏达设备租赁服务部,福州高新区品达设备租赁服务部,7799.00,12.48,8158.80
手机,209004,华为HUAWEI  mate30 5G原装正品,华为,HUAWEI Mate 30 5G,人人租精选商城,新丰县战友优机通讯店,5000.00,4.11,2600.00
手机,244947,华为mate40epro 5G全网通,华为,HUAWEI Mate 40E Pro,千机汇精选,北京鸿业胜达科技发展有限公司,8999.00,16.43,9432.00
手机,313183,华为手机 MateXS2国行正版全新未拆封,华为,HUAWEI Mate XS2,图胜电子,江宁区图胜电子商务经营部,12499.00,36.98,13499.00
手机,337442,新品  华为 P60 ,华为,HUAWEI  P60,享乐租机,三明市享乐数码科技有限公司,5988.00,9.83,5834.00
手机,353691,全新国行华为麦芒20 新款上市,华为,HUAWEI 麦芒20,新月数码,台儿庄区新之月通讯设备销售部,1999.00,6.40,2338.70
手机,289954, 华为HUAWEI Mate Xs 2,华为,HUAWEI Mate XS2,金瑞优租,钟楼区邹区睿鼎数码产品经营部,12999.00,21.89,12998.00
手机,242650,HUAWEI Mate50 RS 保时捷设计,华为,HUAWEI Mate 50 RS,万项租赁,三明市三元区万项贸易商行,12999.00,28.49,16899.00
手机,292099,全新国行 华为Mate 50 RS保时捷超变光XMAGE影响,华为,HUAWEI Mate 50 RS,品之鑫数码,厦门裕鼎宏贸易有限公司,12999.00,35.61,16898.00
手机,271034,全新国行正品 华为P50Pro 双卡双待 全网通,华为,HUAWEI P50 Pro,日盛通讯,龙岩市新罗区日盛日用百货店,5488.00,9.97,6435.00
